location_name,name,restaurant_id,restaurant_address,description,detailed_description,image,lat,lng,rating,reviews,restaurant_type
London,Subway,3ee417c7-3f9b-48f6-8b43-b8882aac6f58,6 Hartfield Road  London  Wimbledon  United Kingdom,,,,51.420287,-0.206307,,,
London,Pizza Parlour,d395d14c-2674-4cea-8ef9-730fed5a6e8f,218 Ealing Road  Town Centre  Wembley  United Kingdom,,,,51.544299,-0.296978,,,
London,Holy Cow,d28fca7b-b065-4bae-b7f5-ffb236962529,87 Junction Road  London  United Kingdom,,,,51.563258,-0.135598,,,
London,The Meze Bar Restaurant,4f49b58f-701a-4182-ba99-e75c8854a42a,49 Cannon Hill  Southgate  London  United Kingdom,,,,51.624383,-0.12327,,,
London,The Best Kebab,1d1a0a5c-9b58-41a9-a65b-312ac6761d60,2 The Parade  Hampton  United Kingdom,,,,51.429092,-0.353677,,,
London,Busaba Eathai,f4ef2629-4a92-4701-b35a-1c58957c40e3,319 Old Street  London  United Kingdom,,,,51.526892,-0.081184,,,
London,Lee Keng,6cc80d37-b12a-41d6-8fde-17c558c5fa67,13B Bromley Road  Beckenham  United Kingdom,,,,51.406963,-0.016965,,,
London,Kyrgyz Kazakh House Restaurant,5f21dc87-fcb1-4335-8143-f4a61960c56f,Pasha Hotel  298 Camberwell Road  London  United Kingdom,,,,51.479497,-0.094376,,,
London,The Coffee Pot,594b63d4-490c-4a29-b766-8dac2948da3f,554 London Road  Hounslow  Isleworth  United Kingdom,,,,51.474325,-0.344281,,,
London,Dew Drop Inn,ac8eccb3-3639-4466-84b6-b26f22ad328f,125 High Street  Town Centre  Brentford  United Kingdom,,,,51.482878,-0.309024,,,
London,Crystal Palace Tandoori,82f5fa97-e6c9-4614-9c99-12cfb94659d2,24 Westow Hill  London  United Kingdom,,,,51.419679,-0.081909,,,
London,The Gryphon Harvester,b28a372a-1b56-4a8c-aa07-e0bf42f7cd12,Vera Avenue  London  United Kingdom,,,,51.6427,-0.098707,,,
London,Eat Sushi,97bcfd47-4d47-4bf0-8d0d-5a49298be149,16 Station Terrace  London  United Kingdom,,,,51.53398,-0.219472,,,
London,Southgate Cafe,73e0bd53-95e8-495d-bb60-7c3169d23227,18 The Broadway  London  United Kingdom,,,,51.632261,-0.126805,,,
London,KFC,fb19c5e6-8907-4858-8962-361f1966b583,8 Whiteleys Parade  Town Centre  Uxbridge  United Kingdom,,,,51.52981,-0.447338,,,
London,Nisa Thai Restaurant,037636b1-4b7a-46c8-ad2e-4745834d2904,23 Stonecot Hill  Sutton  United Kingdom,,,,51.384816,-0.212191,,,
London,Yummy V,4aafb1f7-51d0-4942-8dff-3ece7f9c63b7,55 Station Road  Harrow  United Kingdom,,,,51.587191,-0.33222,,,
London,Barracuda,0c1636d8-f3ee-415c-a39b-941aa5bf54ab,1 Headstone Drive  Harrow  United Kingdom,,,,51.592568,-0.345524,,,
London,Joy Indian Cuisine,25b537ce-3e8b-4ada-90f9-88a58fc82c91,37 Brighton Road  Surbiton  United Kingdom,,,,51.39153,-0.310121,,,
London,Kemps,d93dec78-21a6-4fa9-b68f-9aa59c259847,327 High Road  Harrow  United Kingdom,,,,51.603754,-0.339582,,,
London,Greggs,427fe43a-8b3b-4880-9edc-4239add29c46,74 Southside Wandsworth Wandsworth High Street  Southfields  London  United Kingdom,,,,51.455037,-0.194335,,,
London,Nando's,077330da-1fb3-400f-a3b2-ba51e46b90e1,2 The Town  Enfield  United Kingdom,,,,51.651997,-0.081105,,,
London,Campino,55dfcb0c-23d1-4389-a3e5-400e585fba7c,1 Lansdowne Way  London  United Kingdom,,,,51.474551,-0.121046,,,
London,The Frying Squad,f3d980e5-f690-4cb5-a059-8094b167f2c3,194 Hither Green Lane  London  United Kingdom,,,,51.451485,-0.006623,,,
London,Anatolia,e375afef-e054-4efe-9dc4-36f83f7a353c,277 High Road  London  United Kingdom,,,,51.55924,-0.007973,,,
London,Chutneys Restaurant,e10ee739-5f67-40e1-a0dc-5c5c53c284c1,31A Hartfield Road  Merton  London  United Kingdom,,,,51.419519,-0.20564,,,
London,The Siam Orchid Thai Restaurant,71f59437-5cf4-4d87-a7d6-f6c341c44f96,21 High St  Carshalton  United Kingdom,,,,51.365276,-0.161433,,,
London,Quality Tandoori Restaurant,ee20ef2f-46de-4f86-a87b-873c7e8c62da,138 High Road  East Finchley  London  United Kingdom,,,,51.591093,-0.164732,,,
London,Giannis,236bf0b0-cb6c-481f-8e49-7bd57be081dc,48 Horseferry Road  London  United Kingdom,,,,51.494942,-0.12728,,,
London,Papa John's,06745c14-7b3d-4b35-a95b-17af605e45cd,35 High Street Wanstead  London  United Kingdom,,,,51.579664,0.024268,,,
London,Panacea Coffee & Wine Lounge,b9077d67-b960-4462-853d-30b8b59b854b,190 High Street  Orpington  United Kingdom,,,,51.377352,0.100217,,,
London,The Jolly Badger,1fd73327-2d8f-44d2-8907-28bc67463b75,128 Hale Lane  Edgware  United Kingdom,,,,51.616884,-0.260248,,,
London,Capri Pizza,715f12a2-b8e7-4580-8de9-83d316f6c6e9,204 Merton Road  London  United Kingdom,,,,51.450695,-0.19904,,,
London,Antep Mangal,fe637fef-d1a9-4cde-8302-f551cd802b28,179 High St  London  United Kingdom,,,,51.413792,-0.051482,,,
London,Blue Water Fish Bar,896651ba-c8b3-44e0-b9d8-5b964d6ef0af,171 Stafford Road  Town Centre  Wallington  United Kingdom,,,,51.359397,-0.138959,,,
London,The Draft House Tower Bridge,c711e40d-cde3-486e-864c-c1273e209d60,206-208 Tower Bridge Rd  London  United Kingdom,,,,51.502903,-0.076938,,,
London,Pizza Capri,421b18c5-59cc-4ea3-80a2-291fdfb041a5,20 Berrylands Rd  Surbiton KT5 8RA  United Kingdom,,,,51.393086,-0.295829,,,
London,Holborn Whippet,df9e693e-b016-4d6c-ab3a-84e07bfbd30f,25-29 Sicilian Avenue  Holburn  London  United Kingdom,,,,51.51844,-0.12127,,,
London,Loose Cannon - Bar and Events,2e917fd8-54a7-47ce-8b55-fd993259c34b,13-16 Allhallows Lane  The City  United Kingdom,,,,51.510075,-0.09057,,,
London,Porter and Sorter,7030f584-7c44-4b92-9256-95a73ced4882,Station Road East  Croydon  United Kingdom,,,,51.376036,-0.091943,,,
London,Looking Glass Cocktail Club,332bae6a-0c1a-49c5-8821-d90f16795a8b,49 Hackney Road  London  United Kingdom,,,,51.527758,-0.076828,,,
London,Sainsburys North Cheam,67aafe57-0cfc-40e6-9904-bfd5fbed37ed,566 London Road  Sutton  United Kingdom,,,,51.372109,-0.225704,,,
London,Horse & Well,59c5555b-6b7a-433f-b605-daa387e546f0,United Kingdom,,,,51.616933,0.026536,,,
London,The Park Tavern,8f2fc0b8-6c11-497a-a0dd-a1c726c48fd7,19 New Road  Kingston upon Thames  United Kingdom,,,,51.419454,-0.287773,,,
London,Julie's,b52e36d4-272e-4e2a-b272-31070658f66d,135 Portland Road  London  United Kingdom,,,,51.510124,-0.210511,,,
London,Cafe Rouge,46cc3cd7-5a35-4775-84b9-d83cac3aea5d,Hays Galleria  Tooley Street  London  United Kingdom,,,,51.505744,-0.083314,,,
London,Yat Sheng,f0f1c676-d16a-4639-923c-b5e56dfebd36,188 Horn Lane  London  Acton  United Kingdom,,,,51.515788,-0.267994,,,
London,Sam's Chicken,22ae692a-3058-487a-aa05-1ccbbd7f3e31,439 High Road  Brent Park  London  United Kingdom,,,,51.54905,-0.243261,,,
London,McDonald's,8533f1c8-5f5b-45f2-a028-28aacad1e200,1-2 Westfield Stratford City  London  United Kingdom,,,,51.540919,0.001045,,,
London,Subway,3f4ecbbb-d499-46d6-ab13-21ac56dc38c1,34 High Street Harlesden  Harlesden  United Kingdom,,,,51.536147,-0.24791,,,
London,Mr India,3036676b-0a6b-4c68-a5af-593b0e11d7c5,4  The Parade  Oldfields Rd  Sutton  United Kingdom,,,,51.371958,-0.208253,,,
London,Miller & Carter The Leefe Robinson,873f6c82-d1ec-4525-8505-29060b38d821,Brockhurst Corner  Uxbridge Road  Harrow  United Kingdom,,,,51.612965,-0.3331,,,
London,Il Camino,40e9d0d8-6929-4ce8-9959-510d82df3363,282 Burlington Road  New Malden  United Kingdom,,,,51.400208,-0.238707,,,
London,Mango Lounge,060556ee-e4da-46c6-9ffe-574be0834d4f,114 Stafford Road  Surrey  United Kingdom,,,,51.35885,-0.143423,,,
London,Reku Zen,28313191-eec8-421d-800b-b7768c087053,85 High Street  Town Centre  Orpington  United Kingdom,,,,51.379369,0.102785,,,
London,Charcoal Grill,d4469e54-21e9-44d7-b975-8275b72d5338,195 Station Lane  Town Centre  Hornchurch  United Kingdom,,,,51.554817,0.219758,,,
London,Mekan,8af48e23-e133-4a72-8724-df4f86502cf1,13 Bromley Road  City of London  United Kingdom,,,,51.443591,-0.020224,,,
London,Caffe Nero,e1781028-760e-4920-af75-a926a09152bc,89 High St  Sidcup  United Kingdom,,,,51.426542,0.101336,,,
London,Caffe Nero,2ced2bf5-d3f0-4f28-a939-6fed0a32a337,65 Station Rd  London  United Kingdom,,,,51.631628,0.004885,,,
London,The Castle,560863ac-9fc4-4aae-a42e-6676fec125ee,100 Holland Park Avenue  London  United Kingdom,,,,51.506886,-0.206968,,,
London,Taste Of Lahore,8d27022f-9c75-449b-bb19-93ce4d4b5414,340 Rayners Lane  Town Centre  Pinner  United Kingdom,,,,51.576006,-0.370787,,,
London,the Bhaji,a8efadc1-5efe-4761-8464-b54b5d644b17,6 Chapel House St  London  United Kingdom,,,,51.488005,-0.016946,,,
London,Jun Ming,31cf0d52-6eeb-49d6-9c25-a2b00e4c0253,34 Heath Road  Twickenham  United Kingdom,,,,51.445446,-0.331317,,,
London,Prima Donnas,d0d0b026-ae31-4b28-a598-ec8b539646b6,1-3 Red Lodge Rd  West Wickham  United Kingdom,,,,51.380423,-0.013796,,,
London,Castle Pizza,16843b82-2f6d-4842-9d76-24cb419bf92d,117 High Street  Town Centre  Brentford  United Kingdom,,,,51.483018,-0.30847,,,
London,Crumbs,b33f8197-825c-442f-bba0-87c7046cec09,497 Yeading La  Northolt  United Kingdom,,,,51.535389,-0.394414,,,
London,KFC,15e90497-7563-4aaf-a5a2-e7146847b54b,19 Thomas Street  London  United Kingdom,,,,51.490521,0.066264,,,
London,Greggs,00079185-784b-499c-bad2-aa9c8171c19b,86 Woodcote Road  Town Centre  Wallington  United Kingdom,,,,51.358523,-0.149714,,,
London,Zaituna Coffee,764e0c62-2add-4633-bc7d-93149f73c7e5,9 Homesdale Road  Town Centre  Bromley  United Kingdom,,,,51.395795,0.026829,,,
London,Troodos Greek Taverna & Restaurant,dabbf4ed-ff9a-47e5-9d6e-5b71229aa16d,179 Priory Road  London  United Kingdom,,,,51.587395,-0.13316,,,
London,Costa Coffee,25c85bd9-d225-4ba8-a055-67e5b696a776,66 Highgate High Street  London  United Kingdom,,,,51.570891,-0.148075,,,
London,Milad Restaurant,3382f469-d140-4365-933d-65b41a3013d5,67 Cricklewood Broadway  London  United Kingdom,,,,51.554017,-0.212401,,,
London,Tandav,086bd6f7-9adc-43e8-a4ec-56e54c8358db,260 High Street  Sutton  United Kingdom,,,,51.368216,-0.195018,,,
London,Omrith,f2e783e0-9737-4f7a-a27f-320231aacc79,104B Forest Hill Road  London  United Kingdom,,,,51.451952,-0.059982,,,
London,Shortlands Tavern,2166e568-fa42-45dc-bd33-4bcdb333defb,5 Station Road  Bromley  United Kingdom,,,,51.405362,0.003452,,,
London,La Paella Tapas Bar,d65b8587-6530-4141-aec3-45126b91a8c5,9 The Broadway  London  United Kingdom,,,,51.632708,-0.127,,,
London,Crystal Pizza,4ab6adf5-5521-4e02-b397-2d18b8f93d46,433 Kenton Road  Harrow  United Kingdom,,,,51.586741,-0.298823,,,
London,The Raj Tandoori,7775616c-bf65-4956-904c-d2188602c32a,163 Ewell Road  Surbiton  United Kingdom,,,,51.388544,-0.297357,,,
London,Harefield Village Cafe,176ce26d-b3a6-453a-97b4-fe1616629f08,High St  Harefield  United Kingdom,,,,51.602901,-0.483014,,,
London,Kouzina,21edd3b4-af2d-46a1-aed3-aad907a3ea79,345 Green Lanes  London  United Kingdom,,,,51.618773,-0.107814,,,
London,Friendly Take Away Food Shops,8e8aab91-db91-4ce5-b331-2d1cd2524aca,1 The Broadway  Sutton  United Kingdom,,,,51.365576,-0.186708,,,
London,Forest Tandoori,bb985ed9-8cf7-4857-b403-f73e59bfecaf,102 Wood Street  London  United Kingdom,,,,51.588656,-0.004404,,,
London,Safari London,38d2355d-06fd-46e8-945d-546a5453a4fa,440 Streatham High Road  London  United Kingdom,,,,51.421307,-0.128968,,,
London,Aqua Brasserie croydon,5f9bc156-345d-4f3a-bd74-932e8c1c805c,35 S End  Croydon  United Kingdom,,,,51.366731,-0.098903,,,
London,Cafe Au Lait,2baa7c07-8f74-415a-9f7e-08f98f4896ce,46 Fife Road  Town Centre  Kingston upon Thames  United Kingdom,,,,51.411813,-0.302312,,,
London,The Point Cafe,20f1b65b-20b5-4b0e-bbb2-ac6d00f19979,8 Red Lodge Road  Town Centre  West Wickham  United Kingdom,,,,51.380209,-0.014124,,,
London,Bagels Already,00e1f216-fb93-417e-be4e-6d5d3908416d,Richmond railway station Platform 2  Richmond railway station  Richmond  United Kingdom,,,,51.463659,-0.301866,,,
London,Shalom Hot Bagel Bakery,bcc68998-bb5e-41a3-ad97-698f14632034,35 Woodford Avenue  Ilford  Essex  United Kingdom,,,,51.577648,0.064835,,,
London,Zizzi,689b7876-3043-4226-a202-c50e079a88af,6 High Street  Pinner  United Kingdom,,,,51.594111,-0.380747,,,
London,Spice Of India,0d33066e-e66b-4799-9f53-09f6a9549a15,2  The Broadway  Front Lane  Upminster  London  United Kingdom,,,,51.561541,0.267309,,,
London,Saravanaa Bhavan,ce0e532d-fc73-4a79-b390-e918ade89aac,403 Alexandra Avenue  Harrow  United Kingdom,,,,51.572839,-0.371805,,,
London,Cafe Milano,6c39858c-eb29-43bf-bea8-ad3feacc0f28,204 Upper Richmond Road  London  United Kingdom,,,,51.461095,-0.217557,,,
London,St Georges,04552fbe-72ec-46eb-a965-47a9a4c49839,7 Pepper Street  London  United Kingdom,,,,51.49608,-0.015745,,,
London,akinos cafe,ae093636-02e2-42d3-b0d6-94d46a3e9fa7,34 Surbiton Road  Kingston upon Thames  United Kingdom,,,,51.401892,-0.304968,,,
London,Chris's Fish Bar,b9d91e79-4be4-4cbb-bbdf-cc897e2bedac,165 Francis Road  London  United Kingdom,,,,51.563933,-0.005773,,,
London,Old Tree,93cb2645-e380-42f4-839c-6cf6ab35f222,105 Golders Green Road  London  United Kingdom,,,,51.573159,-0.199904,,,
London,Al Forno,e2036cdd-3c16-4b0e-aa36-2e3179906c4d,Townend Parade  1-3 High Street  Kingston upon Thames  United Kingdom,,,,51.406626,-0.307755,,,
London,Preto,afadbe30-22a4-4ed9-ab3a-adeb972c1dcc,31-33 Putney High St  London  United Kingdom,,,,51.464637,-0.214718,,,
London,Chasing Dragon,49441637-5e37-4de9-9ec2-5b2094205840,8 Headstone Drive  Harrow Wealdstone  United Kingdom,,,,51.594315,-0.336123,,,
London,Starbucks Coffee,06e7e90a-7f9b-45a3-b388-c45e90715d63,Cromwell Rd  London  United Kingdom,,,,51.49555,-0.18789,,,
London,GAIL's Artisan Bakery,cc985fdd-e9b0-45c0-8c59-e8c5f0e0bd6a,138 Portobello Road  London  United Kingdom,,,,51.514537,-0.204074,,,
London,Caffe Casbah,01bcb48d-8bb6-42c9-88f7-9e41f4349f49,140 High Street  London  United Kingdom,,,,51.414158,-0.052469,,,
London,Shapla Indian Restaurant,053a4489-5278-4f97-b6ad-7821f34f3c36,37A High St  Barnet  United Kingdom,,,,51.652783,-0.199493,,,
London,Hollywood Pizza & Chicken,c5da32c0-1275-4832-a5e9-98e60dab32f3,126 High Street  London  United Kingdom,,,,51.513831,-0.473093,,,
London,Shaon Restaurant,6a92b44c-80c5-4a4c-bb9e-80ffdf98c478,109 High Street  Town Centre  Chislehurst  United Kingdom,,,,51.41986,0.06538,,,
London,Scrumpchinos,a2d3a338-01fd-44dc-a248-cbc0b55379a0,38 George Street  Croydon  United Kingdom,,,,51.373844,-0.098597,,,
London,Esca,4065d6f2-7e36-44da-bed3-7d750a000c73,160A Clapham High Street  London  United Kingdom,,,,51.462483,-0.136592,,,
London,Burger King,3a30eadb-8577-45a7-a28e-e73556df42e8,Priory Retail Park  Christchurch Road  London  United Kingdom,,,,51.416535,-0.179576,,,
London,Dandelion,22b266fa-5f95-41d3-be9a-11ab9c4fc20d,120 Northcote Road  London  United Kingdom,,,,51.456278,-0.16546,,,
London,Old Ford Cafe,96c0b23a-b997-4b6d-a8a2-6f0756a1e8c0,462 Old Ford Road  London  United Kingdom,,,,51.535003,-0.03307,,,
London,The Beulah Spa,c2165225-9ac2-4a4a-8cf2-8ff419f501da,41 Beulah Hill  London  United Kingdom,,,,51.413863,-0.092378,,,
London,Skipjacks,1a84757a-5cf5-45e0-a64f-4989d009c8e6,268-270 Streatfield Road  Harrow  United Kingdom,,,,51.595469,-0.295301,,,
London,Zizzi,7a8e384c-6f0e-4c48-9e4d-23fd1d78b407,43 Market Place  London  United Kingdom,,,,51.408847,-0.306156,,,
London,Kebabish,061fb79d-5a54-4ec0-b9af-27abb95fa0bb,5 Queensbury Circle Parade  Town Centre  Stanmore  United Kingdom,,,,51.595256,-0.294827,,,
London,McDonald's,bf22a8e7-4ead-4fab-a861-8e1abdaa1080,Unit 23  Norfolk House  George Street  Croydon  United Kingdom,,,,51.374306,-0.096105,,,
London,The Armoury,0d22482c-94c7-4790-b229-23605855c610,14 Armoury Way  London  United Kingdom,,,,51.458877,-0.19464,,,
London,Savoy Cafe,019d1732-211c-4268-a343-64a2f44355ee,130 Morden Road  Town Centre  Mitcham  United Kingdom,,,,51.399815,-0.180348,,,
London,Cafe Rouge,fd17ac48-c4aa-4d30-89fe-3f3aabcd8963,Landside  Terminal Three  London Heathrow Airport  Hounslow  United Kingdom,,,,51.471226,-0.453315,,,
London,Sea Shell Fish Bar,0b162324-5a99-4b6e-b173-111d26e6391e,4 Long Lane  London  United Kingdom,,,,51.604416,-0.188562,,,
London,Makiyaki,cf416f20-f84a-46a3-ad5a-11437a810cd2,Unit G2  Excel Marina  London  United Kingdom,,,,51.507439,0.02146,,,
London,Maggie's Traditional Fish,3e3a0f75-6669-49f1-9ab9-02fdcd726aa0,71 Mitchley Avenue  South Croydon  United Kingdom,,,,51.330363,-0.092215,,,
London,Spice Of India,3d2dd1ad-db92-45a5-b968-bf017ba0e9a6,27 High Street  Twickenham  United Kingdom,,,,51.452253,-0.357914,,,
London,Ma Goa,e6592afa-06bd-4fdb-9a82-aeb84d8cc630,242-244 Upper Richmond Rd  London  United Kingdom,,,,51.461401,-0.219206,,,
London,Salisburys Ltd,9421e7ce-4162-4d81-aafa-dc8be641d8b6,4 Salisbury Road  Bromley  United Kingdom,,,,51.389536,0.042217,,,
London,Miller & Carter,933f9c2f-5de2-4fd7-820f-eb8cc25ebadf,154 Bury Street  Ruislip  United Kingdom,,,,51.584165,-0.432151,,,
London,Hanwell Chick 'N' Spice,a7866d89-5537-4102-9c1d-9782a8782466,127 Uxbridge Road  London  United Kingdom,,,,51.508881,-0.336729,,,
London,Bedfont Cafe,6073c386-1604-404c-8fc2-4ed9ffb4c875,475 Staines Road  Feltham  United Kingdom,,,,51.453715,-0.427957,,,
London,Station Cafe,01502c83-25c0-4aa9-ade9-868df884e227,206 New North Road  Ilford  United Kingdom,,,,51.604224,0.094866,,,
London,Putney Bakery,05f96acd-5c52-4516-ae67-abf30d3a526a,381 Upper Richmond Road  London  United Kingdom,,,,51.46443,-0.237626,,,
London,P & J Bakers,a611bab1-84f8-4811-af4d-40860f0e1d23,93 Wapping Lane  London  United Kingdom,,,,51.505266,-0.057794,,,
London,Maison Du Soleil,8cd740d4-4071-4ec4-b68a-8108cc4b4476,25 Swakeleys Road  Uxbridge  United Kingdom,,,,51.564634,-0.445253,,,
London,Kentish Canteen,66d209f9-e79d-415f-8304-a60d1278ee4c,300 Kentish Town Road  London  United Kingdom,,,,51.551108,-0.140548,,,
London,Copperfield,9a929fdf-700b-4ae1-869c-e6536a01c0f4,212 High Street  London  United Kingdom,,,,51.584588,-0.020695,,,
London,Village Delicatessen,6cddc587-47be-45b1-a5a9-b67f2a47bba1,1-3 Tranquil Vale  London  United Kingdom,,,,51.466008,0.00884,,,
London,Mandarin Chinese Take Away,16fcca78-7ba8-463e-815c-54898ac63f44,42 High Street  West Drayton  United Kingdom,,,,51.512236,-0.472432,,,
London,Baskin-Robbins & Millie's Cookies,41afdf84-b528-4ef0-96bf-009f38f14013,Bentall Centre  Wood Street  London  Kingston upon Thames  United Kingdom,,,,51.411368,-0.305116,,,
London,Spice Rack At Honeypot,899f82bc-2385-4507-ade5-4cdf5cd02955,Honeypot La  Stanmore  United Kingdom,,,,51.593445,-0.289885,,,
London,Pizza On Demand,59dc6387-e613-4a58-94d4-14b86137a62b,176 Clarence Road  London  United Kingdom,,,,51.554491,-0.055826,,,
London,The Spice Room,9e0a3674-7d88-41ed-9f1c-d3d9b1035cef,12 Kaduna Close  Pinner  United Kingdom,,,,51.586172,-0.406157,,,
London,Garam Masala,b4bc3311-c53f-4003-8d93-61fd43f78e50,144 Sydenham Road  London  United Kingdom,,,,51.425619,-0.045416,,,
London,Mr Fast Fry,29650849-64b9-4536-8a85-1dc3d160c027,103-105 Woolwich Road  London  United Kingdom,,,,51.486228,0.012718,,,
London,Taj Mahal Restaurant,5b8f3db0-baad-4b87-a622-7ab1a433b1e2,9 Petersham Road  Richmond  United Kingdom,,,,51.457528,-0.304921,,,
London,Monaf's Restaurant,debf6848-e424-472b-a04b-a4386f993dc5,119 Station Road  London  United Kingdom,,,,51.415647,-0.370004,,,
London,Crown & Sceptre,69f067a3-c252-409a-8c32-f0482034516f,34 Holland Road  London  United Kingdom,,,,51.497908,-0.207456,,,
London,Pink City,eeec58d0-9dfc-4482-94f0-e9efab7db325,39-41 Coldharbour Lane  Hayes  United Kingdom,,,,51.508299,-0.416379,,,
London,Pizza Go Go,fdd9d7d6-c17a-49c3-9848-1e8dec3ef383,86 Hamlets Way  London  United Kingdom,,,,51.523126,-0.033919,,,
London,The Scrummery,78a77122-60b1-4f41-93f4-d630903be406,105 Whitton Road  Twickenham  United Kingdom,,,,51.453458,-0.336253,,,
London,Aladdin's Restaurant,5abfd318-e002-41c3-9804-c5ca298b2d06,56 Hoppers Road  London  Winchmore Hill  United Kingdom,,,,51.625122,-0.105031,,,
London,Morello Ristorante,f3cc6a8a-d745-4516-b5ae-56271096c31b,18 High Road  London  United Kingdom,,,,51.59322,0.022563,,,
London,Starvin Marvins,2bf4e17f-83f5-4ae8-9b13-d04b9decc4a9,A40 Western Avenue  Greenford  United Kingdom,,,,51.53329,-0.324673,,,
London,Sharons,32b71a6b-294e-470e-8432-d76080c7cb68,11 Edgwarebury Lane  Town Centre  Edgware  United Kingdom,,,,51.615736,-0.276231,,,
London,Molana Llp,4a30e2a3-c83c-42fa-af4d-dd6b781ad508,78 Uxbridge Road  London  United Kingdom,,,,51.511718,-0.314835,,,
London,Blue Ginger Restaurant,e406cfed-acde-498b-8df6-9443e5f3b564,7 East Barnet Road  Barnet  United Kingdom,,,,51.650092,-0.174454,,,
London,Starbucks,48d99596-f3a8-4ca2-bc76-aaef0ee2c56a,Unit 5  45 Whitechapel Road  London  United Kingdom,,,,51.516916,-0.068053,,,
London,Ginos,a652f38f-ce77-4456-8759-e8707c1bf27a,6-8 Upper Green East  Mitcham  United Kingdom,,,,51.404834,-0.162955,,,
London,KFC,cb1726b3-3abc-4e17-a248-97f68533b1e9,14-16 Mandeville Road  Town Centre  Northolt  United Kingdom,,,,51.545061,-0.372671,,,
London,Sainsbury's,ee8139ba-7164-4876-91f7-b36de59e9539,1 Claps Gate Lane  London  United Kingdom,,,,51.521363,0.065894,,,
London,KFC,93b35cf8-579f-4544-89f7-f6d31875e8c1,A4020  London  United Kingdom,,,,51.507031,-0.27011,,,
London,Salvino,502c2b74-e94e-4118-95c4-978c76f952d0,47 Brecknock Road  London  United Kingdom,,,,51.55024,-0.130655,,,
London,Tudor Bakery,daadf9a4-b9a0-4a16-a857-ba3cf1d87b33,248 Coulsdon Road  Coulsdon  United Kingdom,,,,51.307238,-0.120576,,,
London,Caffe Nero,a8324ba0-39a2-421c-be92-c6b6fc7439e8,174-176 Fulham Road  London  United Kingdom,,,,51.486426,-0.18036,,,
London,Afters Tooting,811d71bd-ad5f-472e-81fd-59aac08108db,41-45 Upper Tooting Road  Tooting  London  United Kingdom,,,,51.43468,-0.161413,,,
London,Fantozzi,45aaeaf9-3a99-4fbf-90e7-efbc02c1b200,100-102 Chase Side  London  United Kingdom,,,,51.63344,-0.13123,,,
London,Piccolo Bar,048f9e7c-5f7a-40d2-aca8-d27932de0295,167A Putney High Street  London  United Kingdom,,,,51.461297,-0.216801,,,
London,New Balti Tandoori,1bf44cb1-2311-4ffe-af57-6f66f61e8408,22 N End Rd  London  United Kingdom,,,,51.571416,-0.193929,,,
London,Indian Zilla,0f14696b-203c-41f9-a52c-875e15d65b59,2-3 Rocks Lane  London  United Kingdom,,,,51.474933,-0.239172,,,
London,Over The Moon,71933e8c-515d-4bb5-8d80-4e3929a2f607,1A High St  Bromley  United Kingdom,,,,51.400322,0.01724,,,
London,Papa John's,9bd1d271-50dc-43a4-9374-d75b12a5872b,24 High St  Barnet  United Kingdom,,,,51.652277,-0.198111,,,
London,Picardy Cafe,997a2f85-0144-4388-9b7e-c126510490bd,5 Picardy Street  Belvedere  United Kingdom,,,,51.491407,0.151015,,,
London,China Express,4764b9a6-b182-4d7d-8565-10941d3228fb,157 Plaistow Road  London  United Kingdom,,,,51.533445,0.013326,,,
London,Blueberries,c71a4173-b443-411a-8a96-1239fc09daba,249 East Barnet Road  Barnet  United Kingdom,,,,51.642991,-0.163898,,,
London,Little Bengal Restaurant,a8706ab7-fb66-48ed-b158-ec765f797f33,45 Fulham High Street  London  United Kingdom,,,,51.470144,-0.210152,,,
London,Oakwood Palace,bf5db678-2695-4296-b63f-bf0f1c59c9ad,113-115 Bramley Road  London  United Kingdom,,,,51.647347,-0.132341,,,
London,King Curry,e396bd40-ee87-4d65-8cb9-0775ede985f6,50 Central Road  Morden  United Kingdom,,,,51.397465,-0.189731,,,
London,CFC Fried Chicken,e676057d-14da-41f2-83a0-5d489e8c22e9,25 Richmond Road  Kingston upon Thames  United Kingdom,,,,51.413686,-0.300745,,,
London,Pizza Express PLC,40017955-60f4-47c7-a950-d217d6f28a83,4 High Street  London  Sutton  United Kingdom,,,,51.360036,-0.191461,,,
London,Poppins Restaurant,9e09ed23-58bf-4868-8d30-ee0b659cd59e,68-70 High Street  Town Centre  Sutton  United Kingdom,,,,51.36178,-0.192254,,,
London,Imperial Cafe,8b90efbc-644a-4eff-9046-85d4a105c232,76 Golders Green Road  London  United Kingdom,,,,51.572906,-0.19907,,,
London,Cafe Zizou,f83371d3-2a48-4132-8500-b9d3337a6ef7,52 King Street  Town Centre  Twickenham  United Kingdom,,,,51.445673,-0.32982,,,
London,Departure,829a0e73-46a0-4771-b67a-581618278000,649-651 Commercial Road  United Kingdom,,,,51.51275,-0.038259,,,
London,Marys Supreme,ca4d310a-2a26-4c66-ab0f-e2166836e3ab,2 South St  Enfield  United Kingdom,,,,51.644052,-0.045849,,,
London,Rajah Rowing Team,d939f8dd-5522-431c-a1f5-11b7afdea892,74 Lower Richmond Rd  London  United Kingdom,,,,51.46768,-0.220905,,,
London,Sanderstead Tandoori,43ad75a0-74a9-4700-a88a-933501b5e1e0,Station Parade  Sanderstead Road  South Croydon  United Kingdom,,,,51.348262,-0.094403,,,
